cui	Disease Name	cui	Disease Name	MeSH Disease Class	UMLS Semantic Type	cui	Disease Name	gene	Symbol	gene	Symbol	Uniprot	Gene Name	Pathway	Panther Protein Class	gene	Symbol	Score	Disease	Score	Gene	Score	Disease	Gene	Score	Disease	Gene	Score	# Of PMIDs
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	2153	F5	2153	F5	P12259	coagulation factor V (proaccelerin, labile factor)	Hemostasis	cell adhesion molecule; enzyme modulator; extracellular matrix protein; hydrolase; oxidoreductase; protease; receptor; signal...	2153	F5	0.00808522083841722	umls:C0011860	0.00808522083841722	2153	0.00808522083841722	umls:C0011860	2153	0.00808522083841722	umls:C0011860	2153	0.00808522083841722	5
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	2740	GLP1R	2740	GLP1R	P43220	glucagon-like peptide 1 receptor	Signal Transduction; Metabolism	defense/immunity protein; receptor	2740	GLP1R	0.00798715892122091	umls:C0011860	0.00798715892122091	2740	0.00798715892122091	umls:C0011860	2740	0.00798715892122091	umls:C0011860	2740	0.00798715892122091	20
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	1019	CDK4	1019	CDK4	P11802	cyclin-dependent kinase 4	null	kinase; transferase	1019	CDK4	0.00780171626832355	umls:C0011860	0.00780171626832355	1019	0.00780171626832355	umls:C0011860	1019	0.00780171626832355	umls:C0011860	1019	0.00780171626832355	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3170	FOXA2	3170	FOXA2	Q9Y261	forkhead box A2	null	nucleic acid binding; transcription factor	3170	FOXA2	0.00780171626832355	umls:C0011860	0.00780171626832355	3170	0.00780171626832355	umls:C0011860	3170	0.00780171626832355	umls:C0011860	3170	0.00780171626832355	5
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	6352	CCL5	6352	CCL5	P13501	chemokine (C-C motif) ligand 5	Signal Transduction	signaling molecule	6352	CCL5	0.00780171626832355	umls:C0011860	0.00780171626832355	6352	0.00780171626832355	umls:C0011860	6352	0.00780171626832355	umls:C0011860	6352	0.00780171626832355	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	929	CD14	929	CD14	P08571	CD14 molecule	null	null	929	CD14	0.00772372124361169	umls:C0011860	0.00772372124361169	929	0.00772372124361169	umls:C0011860	929	0.00772372124361169	umls:C0011860	929	0.00772372124361169	5
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	1728	NQO1	1728	NQO1	P15559	NAD(P)H dehydrogenase, quinone 1	Metabolism	null	1728	NQO1	0.00751821169822988	umls:C0011860	0.00751821169822988	1728	0.00751821169822988	umls:C0011860	1728	0.00751821169822988	umls:C0011860	1728	0.00751821169822988	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	5313	PKLR	5313	PKLR	P30613	pyruvate kinase, liver and RBC	Metabolism; Developmental Biology	null	5313	PKLR	0.00751821169822988	umls:C0011860	0.00751821169822988	5313	0.00751821169822988	umls:C0011860	5313	0.00751821169822988	umls:C0011860	5313	0.00751821169822988	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	11266	DUSP12	11266	DUSP12	Q9UNI6	dual specificity phosphatase 12	null	enzyme modulator; hydrolase; phosphatase	11266	DUSP12	0.00751821169822988	umls:C0011860	0.00751821169822988	11266	0.00751821169822988	umls:C0011860	11266	0.00751821169822988	umls:C0011860	11266	0.00751821169822988	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	2837	UTS2R	2837	UTS2R	Q9UKP6	urotensin 2 receptor	null	receptor	2837	UTS2R	0.00734215475632172	umls:C0011860	0.00734215475632172	2837	0.00734215475632172	umls:C0011860	2837	0.00734215475632172	umls:C0011860	2837	0.00734215475632172	17
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	344	APOC2	344	APOC2	P02655	apolipoprotein C-II	null	hydrolase; transfer/carrier protein; transporter	344	APOC2	0.00723470712813621	umls:C0011860	0.00723470712813621	344	0.00723470712813621	umls:C0011860	344	0.00723470712813621	umls:C0011860	344	0.00723470712813621	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	1585	CYP11B2	1585	CYP11B2	P19099	cytochrome P450, family 11, subfamily B, polypeptide 2	null	null	1585	CYP11B2	0.00723470712813621	umls:C0011860	0.00723470712813621	1585	0.00723470712813621	umls:C0011860	1585	0.00723470712813621	umls:C0011860	1585	0.00723470712813621	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3566	IL4R	3566	IL4R	P24394	interleukin 4 receptor	null	receptor	3566	IL4R	0.00723470712813621	umls:C0011860	0.00723470712813621	3566	0.00723470712813621	umls:C0011860	3566	0.00723470712813621	umls:C0011860	3566	0.00723470712813621	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	129787	TMEM18	129787	TMEM18	Q96B42	transmembrane protein 18	null	null	129787	TMEM18	0.00723470712813621	umls:C0011860	0.00723470712813621	129787	0.00723470712813621	umls:C0011860	129787	0.00723470712813621	umls:C0011860	129787	0.00723470712813621	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	2244	FGB	2244	FGB	P02675	fibrinogen beta chain	Hemostasis; Extracellular matrix organization; Signal Transduction	signaling molecule	2244	FGB	0.00695120255804254	umls:C0011860	0.00695120255804254	2244	0.00695120255804254	umls:C0011860	2244	0.00695120255804254	umls:C0011860	2244	0.00695120255804254	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3107	HLA-C	3107	HLA-C	P04222;P10321	major histocompatibility complex, class I, C	Immune System	null	3107	HLA-C	0.00695120255804254	umls:C0011860	0.00695120255804254	3107	0.00695120255804254	umls:C0011860	3107	0.00695120255804254	umls:C0011860	3107	0.00695120255804254	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3931	LCAT	3931	LCAT	P04180	lecithin-cholesterol acyltransferase	null	hydrolase; transferase	3931	LCAT	0.00695120255804254	umls:C0011860	0.00695120255804254	3931	0.00695120255804254	umls:C0011860	3931	0.00695120255804254	umls:C0011860	3931	0.00695120255804254	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	4537	ND3	4537	ND3	P03897	NADH dehydrogenase, subunit 3 (complex I)	Metabolism	null	4537	ND3	0.00695120255804254	umls:C0011860	0.00695120255804254	4537	0.00695120255804254	umls:C0011860	4537	0.00695120255804254	umls:C0011860	4537	0.00695120255804254	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	4566	TRNK	4566	TRNK	null	tRNA	null	null	4566	TRNK	0.00695120255804254	umls:C0011860	0.00695120255804254	4566	0.00695120255804254	umls:C0011860	4566	0.00695120255804254	umls:C0011860	4566	0.00695120255804254	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	7079	TIMP4	7079	TIMP4	Q99727	TIMP metallopeptidase inhibitor 4	null	enzyme modulator	7079	TIMP4	0.00695120255804254	umls:C0011860	0.00695120255804254	7079	0.00695120255804254	umls:C0011860	7079	0.00695120255804254	umls:C0011860	7079	0.00695120255804254	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	11085	ADAM30	11085	ADAM30	Q9UKF2	ADAM metallopeptidase domain 30	Reproduction	null	11085	ADAM30	0.00695120255804254	umls:C0011860	0.00695120255804254	11085	0.00695120255804254	umls:C0011860	11085	0.00695120255804254	umls:C0011860	11085	0.00695120255804254	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	257194	NEGR1	257194	NEGR1	Q7Z3B1	neuronal growth regulator 1	null	cell adhesion molecule	257194	NEGR1	0.00695120255804254	umls:C0011860	0.00695120255804254	257194	0.00695120255804254	umls:C0011860	257194	0.00695120255804254	umls:C0011860	257194	0.00695120255804254	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	387715	ARMS2	387715	ARMS2	P0C7Q2	age-related maculopathy susceptibility 2	null	null	387715	ARMS2	0.00695120255804254	umls:C0011860	0.00695120255804254	387715	0.00695120255804254	umls:C0011860	387715	0.00695120255804254	umls:C0011860	387715	0.00695120255804254	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	57761	TRIB3	57761	TRIB3	Q96RU7	tribbles pseudokinase 3	Immune System; Metabolism; Signal Transduction	kinase; transferase	57761	TRIB3	0.00690217159944439	umls:C0011860	0.00690217159944439	57761	0.00690217159944439	umls:C0011860	57761	0.00690217159944439	umls:C0011860	57761	0.00690217159944439	8
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	59272	ACE2	59272	ACE2	Q9BYF1	angiotensin I converting enzyme 2	Metabolism of proteins	null	59272	ACE2	0.00690217159944439	umls:C0011860	0.00690217159944439	59272	0.00690217159944439	umls:C0011860	59272	0.00690217159944439	umls:C0011860	59272	0.00690217159944439	10
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	100	ADA	100	ADA	P00813	adenosine deaminase	null	hydrolase	100	ADA	0.00661866702935072	umls:C0011860	0.00661866702935072	100	0.00661866702935072	umls:C0011860	100	0.00661866702935072	umls:C0011860	100	0.00661866702935072	8
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	197	AHSG	197	AHSG	P02765	alpha-2-HS-glycoprotein	null	enzyme modulator; extracellular matrix protein	197	AHSG	0.00633516245925705	umls:C0011860	0.00633516245925705	197	0.00633516245925705	umls:C0011860	197	0.00633516245925705	umls:C0011860	197	0.00633516245925705	7
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	590	BCHE	590	BCHE	P06276	butyrylcholinesterase	null	hydrolase	590	BCHE	0.00633516245925705	umls:C0011860	0.00633516245925705	590	0.00633516245925705	umls:C0011860	590	0.00633516245925705	umls:C0011860	590	0.00633516245925705	6
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	4899	NRF1	4899	NRF1	Q16656	nuclear respiratory factor 1	Organelle biogenesis and maintenance; Metabolism	null	4899	NRF1	0.00633516245925705	umls:C0011860	0.00633516245925705	4899	0.00633516245925705	umls:C0011860	4899	0.00633516245925705	umls:C0011860	4899	0.00633516245925705	6
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	5106	PCK2	5106	PCK2	Q16822	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	Metabolism	lyase	5106	PCK2	0.00633516245925705	umls:C0011860	0.00633516245925705	5106	0.00633516245925705	umls:C0011860	5106	0.00633516245925705	umls:C0011860	5106	0.00633516245925705	7
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	336	APOA2	336	APOA2	P02652	apolipoprotein A-II	null	transfer/carrier protein; transporter	336	APOA2	0.00605165788916338	umls:C0011860	0.00605165788916338	336	0.00605165788916338	umls:C0011860	336	0.00605165788916338	umls:C0011860	336	0.00605165788916338	6
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	685	BTC	685	BTC	P35070	betacellulin	null	signaling molecule	685	BTC	0.00605165788916338	umls:C0011860	0.00605165788916338	685	0.00605165788916338	umls:C0011860	685	0.00605165788916338	umls:C0011860	685	0.00605165788916338	5
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	2303	FOXC2	2303	FOXC2	Q99958	forkhead box C2	null	nucleic acid binding; transcription factor	2303	FOXC2	0.00605165788916338	umls:C0011860	0.00605165788916338	2303	0.00605165788916338	umls:C0011860	2303	0.00605165788916338	umls:C0011860	2303	0.00605165788916338	5
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	2739	GLO1	2739	GLO1	Q04760	glyoxalase I	null	null	2739	GLO1	0.00605165788916338	umls:C0011860	0.00605165788916338	2739	0.00605165788916338	umls:C0011860	2739	0.00605165788916338	umls:C0011860	2739	0.00605165788916338	6
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3484	IGFBP1	3484	IGFBP1	P08833	insulin-like growth factor binding protein 1	Metabolism of proteins	null	3484	IGFBP1	0.00605165788916338	umls:C0011860	0.00605165788916338	3484	0.00605165788916338	umls:C0011860	3484	0.00605165788916338	umls:C0011860	3484	0.00605165788916338	5
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	5563	PRKAA2	5563	PRKAA2	P54646	protein kinase, AMP-activated, alpha 2 catalytic subunit	Organelle biogenesis and maintenance; Membrane Trafficking; Signal Transduction; Metabolism	kinase; transferase	5563	PRKAA2	0.00605165788916338	umls:C0011860	0.00605165788916338	5563	0.00605165788916338	umls:C0011860	5563	0.00605165788916338	umls:C0011860	5563	0.00605165788916338	6
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	6446	SGK1	6446	SGK1	O00141	serum/glucocorticoid regulated kinase 1	Transmembrane transport of small molecules	calcium-binding protein; kinase; transfer/carrier protein; transferase	6446	SGK1	0.00605165788916338	umls:C0011860	0.00605165788916338	6446	0.00605165788916338	umls:C0011860	6446	0.00605165788916338	umls:C0011860	6446	0.00605165788916338	5
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	6580	SLC22A1	6580	SLC22A1	O15245	solute carrier family 22 (organic cation transporter), member 1	Neuronal System; Transmembrane transport of small molecules; Metabolism	transfer/carrier protein; transporter	6580	SLC22A1	0.00605165788916338	umls:C0011860	0.00605165788916338	6580	0.00605165788916338	umls:C0011860	6580	0.00605165788916338	umls:C0011860	6580	0.00605165788916338	6
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	54741	LEPROT	54741	LEPROT	O15243	leptin receptor overlapping transcript	Signal Transduction	defense/immunity protein; receptor; signaling molecule	54741	LEPROT	0.00605165788916338	umls:C0011860	0.00605165788916338	54741	0.00605165788916338	umls:C0011860	54741	0.00605165788916338	umls:C0011860	54741	0.00605165788916338	7
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	84735	CNDP1	84735	CNDP1	Q96KN2	carnosine dipeptidase 1 (metallopeptidase M20 family)	null	hydrolase; protease	84735	CNDP1	0.00605165788916338	umls:C0011860	0.00605165788916338	84735	0.00605165788916338	umls:C0011860	84735	0.00605165788916338	umls:C0011860	84735	0.00605165788916338	6
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3458	IFNG	3458	IFNG	P01579	interferon, gamma	Immune System	signaling molecule	3458	IFNG	0.00600262693056522	umls:C0011860	0.00600262693056522	3458	0.00600262693056522	umls:C0011860	3458	0.00600262693056522	umls:C0011860	3458	0.00600262693056522	13
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	5715	PSMD9	5715	PSMD9	O00233	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	Immune System; Gene Expression; Signal Transduction; Cell Cycle; Metabolism; Programmed Cell Death; DNA Replication	enzyme modulator	5715	PSMD9	0.00600262693056522	umls:C0011860	0.00600262693056522	5715	0.00600262693056522	umls:C0011860	5715	0.00600262693056522	umls:C0011860	5715	0.00600262693056522	13
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	142	PARP1	142	PARP1	P09874	poly (ADP-ribose) polymerase 1	null	transferase	142	PARP1	0.00576815331906971	umls:C0011860	0.00576815331906971	142	0.00576815331906971	umls:C0011860	142	0.00576815331906971	umls:C0011860	142	0.00576815331906971	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	2147	F2	2147	F2	P00734	coagulation factor II (thrombin)	Hemostasis; Metabolism of proteins; Signal Transduction	hydrolase; protease	2147	F2	0.00576815331906971	umls:C0011860	0.00576815331906971	2147	0.00576815331906971	umls:C0011860	2147	0.00576815331906971	umls:C0011860	2147	0.00576815331906971	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	2693	GHSR	2693	GHSR	Q92847	growth hormone secretagogue receptor	Signal Transduction	receptor	2693	GHSR	0.00576815331906971	umls:C0011860	0.00576815331906971	2693	0.00576815331906971	umls:C0011860	2693	0.00576815331906971	umls:C0011860	2693	0.00576815331906971	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	2889	RAPGEF1	2889	RAPGEF1	Q13905	Rap guanine nucleotide exchange factor (GEF) 1	Signal Transduction; Immune System	enzyme modulator	2889	RAPGEF1	0.00576815331906971	umls:C0011860	0.00576815331906971	2889	0.00576815331906971	umls:C0011860	2889	0.00576815331906971	umls:C0011860	2889	0.00576815331906971	5
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	3559	IL2RA	3559	IL2RA	P01589	interleukin 2 receptor, alpha	Hemostasis; Immune System; Signal Transduction	receptor	3559	IL2RA	0.00576815331906971	umls:C0011860	0.00576815331906971	3559	0.00576815331906971	umls:C0011860	3559	0.00576815331906971	umls:C0011860	3559	0.00576815331906971	6
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	4153	MBL2	4153	MBL2	P11226	mannose-binding lectin (protein C) 2, soluble	Immune System	defense/immunity protein	4153	MBL2	0.00576815331906971	umls:C0011860	0.00576815331906971	4153	0.00576815331906971	umls:C0011860	4153	0.00576815331906971	umls:C0011860	4153	0.00576815331906971	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	4489	MT1A	4489	MT1A	P04731	metallothionein 1A	null	null	4489	MT1A	0.00576815331906971	umls:C0011860	0.00576815331906971	4489	0.00576815331906971	umls:C0011860	4489	0.00576815331906971	umls:C0011860	4489	0.00576815331906971	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	5728	PTEN	5728	PTEN	P60484	phosphatase and tensin homolog	Immune System; Signal Transduction; Metabolism	hydrolase; phosphatase	5728	PTEN	0.00576815331906971	umls:C0011860	0.00576815331906971	5728	0.00576815331906971	umls:C0011860	5728	0.00576815331906971	umls:C0011860	5728	0.00576815331906971	4
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	6403	SELP	6403	SELP	P16109	selectin P (granule membrane protein 140kDa, antigen CD62)	Hemostasis	cell adhesion molecule; defense/immunity protein; hydrolase; protease; receptor; transfer/carrier protein	6403	SELP	0.00576815331906971	umls:C0011860	0.00576815331906971	6403	0.00576815331906971	umls:C0011860	6403	0.00576815331906971	umls:C0011860	6403	0.00576815331906971	6
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	6794	STK11	6794	STK11	Q15831	serine/threonine kinase 11	Signal Transduction; Metabolism	kinase; transferase	6794	STK11	0.00576815331906971	umls:C0011860	0.00576815331906971	6794	0.00576815331906971	umls:C0011860	6794	0.00576815331906971	umls:C0011860	6794	0.00576815331906971	5
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	9826	ARHGEF11	9826	ARHGEF11	O15085	Rho guanine nucleotide exchange factor (GEF) 11	Developmental Biology; Signal Transduction	null	9826	ARHGEF11	0.00576815331906971	umls:C0011860	0.00576815331906971	9826	0.00576815331906971	umls:C0011860	9826	0.00576815331906971	umls:C0011860	9826	0.00576815331906971	5
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	116985	ARAP1	116985	ARAP1	Q96P48	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	Signal Transduction	enzyme modulator; nucleic acid binding	116985	ARAP1	0.00576815331906971	umls:C0011860	0.00576815331906971	116985	0.00576815331906971	umls:C0011860	116985	0.00576815331906971	umls:C0011860	116985	0.00576815331906971	5
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	6402	SELL	6402	SELL	P14151	selectin L	Hemostasis; Immune System	cell adhesion molecule; defense/immunity protein; hydrolase; protease; receptor; transfer/carrier protein	6402	SELL	0.00569015829435785	umls:C0011860	0.00569015829435785	6402	0.00569015829435785	umls:C0011860	6402	0.00569015829435785	umls:C0011860	6402	0.00569015829435785	3
C0011860	Diabetes Mellitus, Type 2	C0011860	Diabetes Mellitus, Type 2	Nutritional and Metabolic Diseases;Endocrine System Diseases	Disease or Syndrome	C0011860	Diabetes Mellitus, Type 2	7021	TFAP2B	7021	TFAP2B	Q92481	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	null	transcription factor	7021	TFAP2B	0.00569015829435785	umls:C0011860	0.00569015829435785	7021	0.00569015829435785	umls:C0011860	7021	0.00569015829435785	umls:C0011860	7021	0.00569015829435785	3
